ID,Question,Options,Correct_Answers,Images,Answer_Link
240,"The pie chart presents the percentage contribution of different macronutrients to a
typical 2,000 kcal diet of a person. The typical energy density (kcal/g) of these macronutrients is given in the table. $\begin{array}{|l|c|}
\hline Macronutrient & Energy density (kcal/g) \\
\hline Carbohydrates &4\\
\hline Proteins &4 \\
\hline Unsaturated fat &9 \\
\hline Saturated fat &9 \\
\hline Trans fat &9 \\
\hline
\end{array}$ Discover more mathematics Maths Programming Mathematics Science programming The total fat (all three types), in grams, this person consumes is",A: 44.4 | B: 77.8 | C: 100 | D: 3600,['C'],https://practicepaper.in/wp-content/uploads/GATE/CS/20241/q63.webp,https://gateoverflow.in/422779/gate-cse-2024-set-1-ga-8#a_list
241,"A rectangular paper sheet of dimensions 54cm x 4cm is taken. The two longer
edges of the sheet are joined together to create a cylindrical tube. A cube whose
surface area is equal to the area of the sheet is also taken. Then, the ratio of the volume of the cylindrical tube to the volume of the cube is",A: $1/\pi$ | B: $2/\pi$ | C: $3/\pi$ | D: $4/\pi$,['A'],,https://gateoverflow.in/422780/gate-cse-2024-set-1-ga-7#a_list
242,"In the given text, the blanks are numbered (i)-(iv). Select the best match for all the
blanks. Steve was advised to keep his head ___(i)___ before heading __(ii)__ to bat;
for, while he had a head __(iii)__ batting, he could only do so with a cool head
s __(iv)__ his shoulders",A: (i) down (ii) down (iii) on (iv) for | B: (i) on (ii) down (iii) for (iv) on | C: (i) down (ii) out (iii) for (iv) on | D: (i) on (ii) out (iii) on (iv) for,['C'],,https://gateoverflow.in/422781/gate-cse-2024-set-1-ga-6#a_list
243,"For positive non-zero real variables $p$ and $q$ , if $\log \left(p^2+q^2\right)=\log p+\log q+2 \log 3 \text {, }$ then, the value of $\frac{p^4+q^4}{p^2 q^2}$ is",A: 79 | B: 81 | C: 9 | D: 83,['A'],,https://gateoverflow.in/422782/gate-cse-2024-set-1-ga-5#a_list
244,"The number of coins of Rs. 1, Rs. 5, and Rs. 10 denominations that a person has are in the
ratio 5:3:13. Of the total amount, the percentage of money in Rs. 5 coins is",A: $21\%$ | B: $14 \frac{2}{7} \%$ | C: $10\%$ | D: $30\%$,['C'],,https://gateoverflow.in/422783/gate-cse-2024-set-1-ga-4#a_list
245,"Consider the following sample of numbers: 9, 18, 11, 14, 15, 17, 10, 69, 11, 13 The median of the sample is",A: 13.5 | B: 14 | C: 11 | D: 18.7,['A'],,https://gateoverflow.in/422784/gate-cse-2024-set-1-ga-3#a_list
246,If two distinct non-zero real variables $x$ and $y$ are such that $(x+y)$ is proportional to $(x-y)$ then the value of $\frac{x}{y}$,A: depends on $x y$ | B: depends only on $x$ and not on $y$ | C: depends only on $y$ and not on $x$ | D: is a constant,['D'],,https://gateoverflow.in/422785/gate-cse-2024-set-1-ga-2#a_list
247,"If ' $\rightarrow$ ' denotes increasing order of intensity, then the meaning of the words
[dry $\rightarrow$ arid $\rightarrow$ parched] is analogous to [diet $\rightarrow$ fast $\rightarrow$ _____]. Which one of the given options is appropriate to fill the blank?",A: starve | B: reject | C: feast | D: deny,['A'],,https://gateoverflow.in/422786/gate-cse-2024-set-1-ga-1#a_list
248,"Which one of the options best describes the transformation of the 2-dimensional
figure P to Q, and then to R, as shown?","A: Operation 1: A clockwise rotation by $90^{\circ}$ about an axis perpendicular to the plane
of the figure Operation 2: A reflection along a horizontal line | B: Operation 1: A counter clockwise rotation by $90^{\circ}$ about an axis perpendicular to
the plane of the figure Operation 2: A reflection along a horizontal line | C: Operation 1: A clockwise rotation by $90^{\circ}$ about an axis perpendicular to the plane
of the figure Operation 2: A reflection along a vertical line | D: Operation 1: A counter clockwise rotation by $180^{\circ}$ about an axis perpendicular to
the plane of the figure Operation 2: A reflection along a vertical line",['A'],https://practicepaper.in/wp-content/uploads/GATE/CS/20231/q65.jpg,https://gateoverflow.in/399246/gate-cse-2023-ga-question10#a_list_title
249,"$f(x)$ and $g(y)$ are functions of $x$ and $y$ , respectively, and $f(x)=g(y)$ for all real
values of $x$ and $y$ . Which one of the following options is necessarily TRUE for all $x$ and $y$ ?",A: $f(x)=0 \; and \; g(y)=0$ | B: $f(x)= g(y)= constant$ | C: $f(x)\neq constant \; and \; g(y)\neq constant$ | D: $f(x)+ g(y)=f(x)- g(y)$,['B'],,https://gateoverflow.in/399247/gate-cse-2023-ga-question9#a_list_title
250,"Which one of the following sentence sequences creates a coherent narrative? (i) Once on the terrace, on her way to her small room in the corner, she
notices the man right away. (ii) She begins to pant by the time she has climbed all the stairs. (iii) Mina has bought vegetables and rice at the market, so her bags are
heavy. (iv) He was leaning against the parapet, watching the traffic below.","A: (i), (ii), (iv), (iii) | B: (ii), (iii), (i), (iv) | C: (iv), (ii), (i), (iii) | D: (iii), (ii), (i), (iv)",['D'],,https://gateoverflow.in/399248/gate-cse-2023-ga-question8#a_list_title
251,"Consider two functions of time $(t)$ , $f(t)=0.01t^2$ $g(t)=4t$ where $0 \lt t \lt \infty$ Now consider the following two statements: (i) For some $t \gt 0, g(t) \gt f(t)$ . (ii) There exists a $T$ , such that $f(t) \gt g(t)$ for all $t \gt T$ . Which one of the following options is TRUE?",A: only (i) is correct | B: only (ii) is correct | C: both (i) and (ii) are correct | D: neither (i) nor (ii) is correct,['C'],,https://gateoverflow.in/399249/gate-cse-2023-ga-question7#a_list_title
252,"The country of Zombieland is in distress since more than 75% of its working
population is suffering from serious health issues. Studies conducted by competent
health experts concluded that a complete lack of physical exercise among its
working population was one of the leading causes of their health issues. As one of
the measures to address the problem, the Government of Zombieland has decided
to provide monetary incentives to those who ride bicycles to work. Based only on the information provided above, which one of the following
statements can be logically inferred with certainty?","A: All the working population of Zombieland will henceforth ride bicycles to work. | B: Riding bicycles will ensure that all of the working population of Zombieland is free
of health issues. | C: The health experts suggested to the Government of Zombieland to declare riding
bicycles as mandatory. | D: The Government of Zombieland believes that riding bicycles is a form of physical
exercise.",['D'],,https://gateoverflow.in/399250/gate-cse-2023-ga-question6#a_list_title
